id,date,country,rating,rating_count,plot
817,1985,Egypt,3.05,14,"Essam al-Hilali returns from Switzerland where he is treated for epilepsy. Businessman Lotfi al-Zinati claims to Essam that his father sold him the palace and the estate before his death, but after he discovers his claim is false, Lotfi plans to seize the land of the wealthy widow Badriya, and convince his secretary Kamal to marry her despite his love for his daughter Najwa Najwa collapses when she discovers the truth about her father and Issam marries her."
818,1981,Egypt,3.05,14,"Abdul Ghaffar revolts against his Sunni wife when he discovers that Sahar is not his daughter, but rather as a result of a sinful Sunni relationship before her marriage. She dies Sunni, and Abd al-Ghaffar abuses Sahar, who travels to Greece to live with her aunt."
819,1972,Egypt,3,19,"Zizi's father is exposed to a severe crisis, and Zizi proposes (Hussein) as her fiancé and marries him just to preserve her pride after (Adel) deserted her. After marriage, (Zizi) declares (Hussein) that she does not love him, so he agrees with her to divorce after an appropriate period, and during this period (Zizi) knows that (Hussein) helps her father in his financial crisis without mentioning anything to her."
820,2012,Egypt,2.9,68,"(Shahd) holds a party with her villas and invites many of her friends and friends to the party, where everyone enjoys, and there everyone is surprised by strange things that happen to them inside the villa where (Shahd) confronts them by reserving them inside the villa to find out the woman who betrayed her with her husband."
821,1975,Egypt,3.1,11,"Samira lives with her husband, Adham and her daughter, Hoda, a stable and luxurious life, but she suffers from her husband's preoccupation with them in his many work. Adel, a family friend, takes advantage of the opportunity and causes her to divorce her from her husband, and promises her to marry, but he presents it to Rustam, a businessman in Beirut. Perfection."
822,1976,Egypt,3.15,9,"Qamar al-Zaman is an innocent and naive girl who leaves her hometown to search for work in Cairo and goes to a friend of her father, but she finds him dead and a neighbor tries to rape her, so a young man who works as a magician in the cabarets rescues her and takes her to work with him, but she fails to work as a bailiff because she is unable to read and write and learn through cabaret brides."
823,1966,Egypt,3.15,9,"Laila, the daughter of (Mazloum) Pasha lives a ragged life, where her father made his fortune from the arms trade. She loves the officer (Tariq), but he prefers to marry his cousin (Nevin), so she marries the doctor (Samir), one of the wealthy, who soon dies and coincides with that. Young man (Sheriff) is always on her way."
824,1952,Egypt,3.15,9,"Teacher Ghandour fixes on the Iraqi woman by writing a forged contract without her knowledge and thinks about solving this problem by marrying her, but (without knowing that it is a plan from the teacher Ghandour) stipulates that she will not marry before the marriage of her daughter is dressed. Sugar, her cousin, pulp merchant."
825,1975,Egypt,2.95,29,"Hamed leaves his town of Upper Egypt and goes to Cairo in order to work as a doorman for a building, and he marries Fathia, who comes to live with him in Cairo, and gradually learns Fathia to read and write on one of the residents of the architecture, which is Ihsan, where Fathia aspires to work in a good job, trying Alaa, who lives In the same architecture courtship to her."
826,2016,Egypt,2.9,64,"A young man works in a shipping company that supplies kangaroo statues for a bazaar; But in customs, a paradox occurs where the statues are replaced by real kangaroos, and the young man takes care of these animals until they are delivered to their real owners, and a veterinarian helps him in that."
827,1973,Egypt,3,18,"The back staircase is used for the building owned by Omar, for some residents, his son Sami, a failed high school student, uses the stairs for his late return. A band uses a band to occupy an apartment, and they avoid meeting the doorman who demands a fee."
828,2010,Egypt,2.9,63,"Forgive a wretched rebellious child, who is keen to confirm his desires and looks at the world as a ball that he has to deal with intelligently and brutally sometimes. His daughter."
829,1995,Egypt,3.05,13,"The engineer (Talaat), son of the wealthy merchant (Morsi), lives under pressure from his father to marry the poor girl (Fatima), and that is after Fatima refuses to marry (Sayed Al-Eater) who loves her but is poor and works at Talaat. Talaat rebels against his father's control, so Fatima is divorced and separated From working with his father, Talaat gets to know the engineer (Yunus), the son of a great politician who works in the position of undersecretary, decides to marry his sister in order to achieve power, power and money."
830,1975,Egypt,3.05,13,"Hamdi is conducting a press investigation about the director of a popular textile factory defrauding the shares of popular fabrics and supplying them in exchange for commissions. After the investigation is published before the public opinion, the owner of the factory and the workers try to amend their statements and pressure Hamdi to publish a denial of this published information."
831,1953,Egypt,3.05,13,"Zumurud Agha leaves an inheritance estimated at one million pounds, and the heirs are Mukhtar, Marzouq, Six Aisha and Wafa, but to obtain the inheritance, the person closest to him is required to be the guardian of the rest of the heirs, and this person is Falafel beggary, who is found and informed of the inheritance matter and she is the guardian of the rest of the heirs Falafel has to act and know the immoral intentions of the rest of the heirs that they intend to fulfill after receiving the money, and the relationship between it and Hosni, who loved him, develops."
832,2017,Egypt,3.35,5,"Aida is an up-and-coming actress from a rural background. Overnight, she finds herself kicked out of her home and wandering the streets of Cairo with her bourgeois, introverted neighbor Samiha. The two women have no money or place to turn to. With the help of a young man named Yassin, the two women begin their journey to find shelter."
833,1951,Egypt,3.35,5,"The events revolve around two friends, the first mother marries the father of the other so that they can all live as a family. The two girls fall in love with a young pilot, so the stepmother's daughter tries to keep him for herself even though he does not love her, to plot a plot with her mother until she wins the pilot's heart. Will she succeed?"
834,1971,Egypt,3.1,10,"A group of girls in the university world - which represents liberation and a different departure from school - including Amira, who joins a group of liberal youth, and gets to know Adel, who pretends to love her in order to rob her of her honor while ignoring Essam, who loves her from one side, and on the other side Laila She was not dazzled by the university lights and admired the self-made young man, but he tries to attack her and when he fails, he tries to take revenge on her."
835,1960,Egypt,3.1,10,"Dr. Raafat does not take care of his young wife Samiha as much as he cares about reading and following the books of the famous novelist, the Monk of Thought. In writing a story inspired by her life."
836,1988,Egypt,3.2,7,"Businessman Salem receives a phone call from an unknown person threatening him with death if he does not give him an amount of money, so that the police, in cooperation with Salem and the repentant pickpocket Zaki, draw up a plan to place him in their fists and succeed in their mission, so Salem is surprised that the accused is Shawqi's business manager."
837,1976,Syria,3.25,6,"Hamed returns from London to take his inheritance from his Bedouin grandfather and marry his cousin. As for Abu Sayyah, he leaves for London after his textile factory stops, and there he meets a London merchant who, as soon as he realizes the importance of his fabric, agrees with him to manufacture a large quantity, and enters with Hamid and his girlfriend in a series of adventures."
838,1953,Egypt,3.25,6,"Amina lives in Haret Al-Saqa, she becomes severely ill and has to be transferred to Dr. Jasser hospital, and there his son Dr. Kamal takes care of her, and in the meantime love grows between Amina and Kamal, and Kamal sees him marry Amina, but his father Jasser does not agree to this marriage except that he marries her Dr. Kamal is exposed to an accident that prevents him from practicing his work."
839,1952,Egypt,3.25,6,"Afaf is a girl whose evil settled in herself, enslaved her by greed, and envy and hatred increased her impulse in the path of temptation that her lover Hamed drew for her, so she pushed her to betray her father, the cashier in Adham's circle, so she stole money from his custody. The department has the right to do justice to her affairs, but she is rebelling. She takes advantage of the good heart of Adham's daughter, Houria, and sets her window around Adham and marries her."
840,1994,Tunisia,3.15,8,"The film sheds light on the 25-year-old maid (Alia), who can no longer bear the trouble of singing at wedding parties, as well as her life with (Lotfi) who refuses to marry her and forces her to abort herself after carrying a child from him in her womb. Which makes her think of her return as a servant in the palace again, especially after the death of the prince."
841,1979,Egypt,3.15,8,"The film talks about the Moroccan resistance movement against the French occupation in the years before independence and the expulsion of King Mohammed V from his country and then his return on the shoulders of the people through several examples of some ordinary Moroccan citizens and their living suffering, then the people's victory in the end."
842,1979,Egypt,2.95,25,"The two friends, Mamdouh and Salah, while traveling by boat, get to know Amina and Hanan, and they also get to know Yusef, who is transporting a coffin for one of the deceased to bury him abroad, but in fact there is jewelry in the coffin that he smuggles, it is clear that Amina and her father know the secret of the coffin and are working to steal wealth."
843,1993,Egypt,3,16,"Salem joins the work of the men of (Al-Balqsi) after showing him his extreme excellence in the sport of bodybuilding, and after saving his son from a failed kidnapping attempt, and at the same time a love story is formed between (Rajab) friend (Salem) who also works for (Al-Balqsi ), And between (Rania), the daughter of (Al-Balqsi)."
844,1968,Egypt,3,16,"Hamdi borrows from the scrap dealer (Moseri) to spend on his inventions. Hosary tries to obtain the secret of these inventions. Hamdi suddenly disappears and announces his death. The lawyer informs his wife (Nahed) about his brother's will, who died in Mexico, that his wealth be transferred to the third brother (Saeed) For a surprise, the course of events will change."
845,1956,Egypt,3,16,"The smuggler (Sultan) falls in love with the dancer (Samara), who killed her mother and abandoned her drunken father, married her and shared her with him in his business, as he worked in the drug trade and she had the first word, so that the police officers would poke one of them in the middle of the gang as a fugitive criminal in an attempt to entrap the gang. Will their scheme succeed?"
846,1964,Egypt,3.3,5,"The film takes place just before the revolution of the twenty-third of July; Where the constant struggle between the peasants and the oppressive Pasha, and after the peasants gathered in front of the Pasha Palace in protest against the demolition of crops, and after the death of (Jaber and Abu Al-Yazid), (Awad) is accused and served his sentence in prison, and after his release from prison Awad seeks one goal, which is revenge against the killer"
847,1954,Egypt,3.3,5,"Hussein saves a destitute and unemployed young man from a group of criminals who tried to steal him, and he is kind and compassionate to him, then he discovers that seven years ago he was a respectable engineer married to Souad, the daughter of a wealthy man who was not satisfied with this marriage. The husband is unjustly accused of murder and he is sentenced to imprisonment. Her father is to prevent her from visiting him in prison, but she does not care about his rulings."
848,1974,Egypt,3.1,9,"Antara does not hide his love for Abla, and although his tribe bears witness to his courage, she does not recognize him as a master of her heart because he is a black slave, the son of a slave girl. He denied this confession, and the father could not find anything but to ask him for the impossible, which is to give fifty camels of King Nu'man's camels as dowries for an Abla."
849,1963,Egypt,3.1,9,"Ahmed and his friend Hassan Abu Douma meet a third-degree dancer named Samia who hates her profession because she is an honorable person and until she gets rid of her life as a dancer, she agreed to live with Ahmed and Hassan, as Ahmed was a fan of her, so Hassan searched for another girl. He found Mahasin, who also agreed to live with them. at home."
850,1981,Lebanon,3.4,4,"A group of women are being blackmailed by a gang in order to push them to carry out the theft of an amount of money. Women struggle with all their skill, with the help of a security officer, to entrap the gang."
851,1983,Egypt,3.05,11,"The teacher (Syed) Arabji lives with his wife (Fakiha) and his children. (Shalabiyya), the lottery seller, convinces him to buy a piece of paper from her to try his luck. He earns a thousand pounds and decides to use it for adventure."
852,1958,Egypt,3.05,11,"The poor girl leaves her fiancé, who works as a mechanic, and befriends her famous dancing neighbor; Because she loves to dance, one of the wealthy men admires her, and the dancer convinces the girl to accept the marriage proposal that he offers to her, because he will be able to achieve all that she wished for in glory and fame, so that the former fiancé decided to take revenge."
853,1955,Egypt,3.05,11,"Tuna is a beautiful girl who lives in a coastal city and loves the fisherman, Amin, but the wife of the chief fisherman is in love with Amin and manages the schemes so that he desertes tuna and the opportunity comes when an artist arrives in the country and discovers the talents of Tuna and persuades her to work as a dancer in his troupe. To an expensive operation."
854,1954,Egypt,3.05,11,"A girl falls in love with an agricultural engineer, the girl lives with her father, and the two get involved, the engineer is forced to travel to Europe and before his departure he leaves a document confirming that he is the father of the expected son, and his sweetheart promises to return soon, but the lover misses a long time in travel, and the girl gives birth, and the father discovers The scandal, he decides to flee the country in order to avoid the scandal"
855,1959,Egypt,2.95,23,"Two young men open an office to do secret police work. A man comes to the office asking him to find the dog of his dancing mistress, who has gone out and has not returned."
856,1970,Syria,3.2,6,"The film revolves around a decent employee who tries to use him to sign suspicious papers, and he refuses, so he works to quit his job and succeeds in that, and then the employee discovers that the manager is behind his dismissal."
857,1960,Egypt,3.2,6,"The film tells the story of the struggle between a feudal lord and his oppression with the small peasants to take possession of everything, through his criminals, who burn the farmers' crops and burn their lands until they are unable to pay their debts. And save her."
858,1953,Egypt,3.2,6,"The events revolve around Amina, the simple girl who works as a secretary to Murad, who loves her and decides to marry her, but Salwa, his cousin, who is greedy with his wealth, succeeds in telling Amina that Murad's father does not approve of the marriage, which afflicts Amina in a bad psychological state that she loses her eyesight, and the events follow."
859,1945,Egypt,3.2,6,"(Jalal) lives in the confinement of (Hoda's) father and the two youngsters are linked, but fate did not allow them to grow up, (Ismat) Hoda's father dies to leave them under the control of an evil and unjust man, Shaheen, who seizes Hoda's wealth and lives with him a harsh life. Until they grow up and decide to flee, but (Shaheen) chases them with one of his men, and (Jalal) gets shot, but he recommends (Hoda) to escape."
860,2018,Egypt,2.9,49,"The events of the film center around three people (Mo, Tutu and Mustafa) who meet in unexpected circumstances and their lives intersect together, and from here they enter an unforeseen adventure and become witnesses to a hidden and unknown side of the city."
861,1982,Egypt,3.15,7,"Because Ayoub greedy for Al-Zafarani's wealth, he agreed to marry his second daughter, Salwa, who was betrothed to her colleague Ahmed. And because Salwa and Ahmed are stumbling in marriage due to their lack of income, they agree to marry Salwa from the shop after he writes her half of his fortune, and they kill him after marriage."
862,1955,Egypt,3.15,7,"A girl witnessed her mother dying while she was giving birth to her second child, so she developed a psychological complex and closed herself up, alienated from marriage. She loves in silence, but she is in danger of death."
863,1954,Egypt,3.15,7,"Riad Pasha frequents a gambling den run by an outlaw with his family, and in this den the Basha loses a lot of his money."
864,1960,Egypt,2.95,22,"The movie revolves around three friends, one of them decides to develop his father's barber shop and divides it into three sections, one for men, the second for women, and the third for animals. The first client is a maid and her lady talked about him, and then he married a wealthy woman in order to avenge her former husband who left her."
865,1942,Egypt,2.95,22,"The events of the film revolve around Ali Baba who suffers from poverty and destitution at the same time that his brother (Qasim) lives in Raghad and Hana, and one day when Ali Baba goes into a trade, he discovers a secret cave that opens with the secret word `` Open Sesame. '' And it contains countless treasures, and he is trying to solve his financial crisis with what the cave contains, but with Qasim entering the picture, things turn in an unfortunate way."
866,1952,Egypt,3,14,"Fikriya is a singer who is married to Farid, who is addicted to gambling. While traveling by train, she suffers an accident and is injured, and a peasant takes her and heals her and decides to return to her home and her husband and daughter when she meets her husband. Country."
867,1960,Egypt,3.35,4,"Huda lives among servants and drivers who consider her family and dreams of the knight of dreams, Ahmed saves her from drowning, and thinks about him without seeing him, until one day they meet, exchange love, and she goes with her maid to her house Ahmed, who sees on one of the walls the picture of her deceased mother. She is also Umm Huda, shocked by the truth and decides to hide it from the lover."
868,1982,Lebanon,3.25,5,"Raed gets out of prison after years to raise his son and decides to leave the path of crime, but he faces problems with the head of the gang who wants him to rob a bank and with his ex-wife who wants to take his son from him and live with her rich husband and his friends Akram and Sami help him."
869,1983,Egypt,3.1,8,"Wafaa confesses to her fiancé Ahmed about her involvement in her relationship with a young man who is martyred in the war, and Wafaa surrenders to Ahmed and becomes pregnant from him. Ahmed welcomes the fetus and sets a date for marriage with her, but his friend discourages him, so Wafaa revolts against him because of his reluctance to settle the marriage decision."
870,1973,Egypt,3.1,8,"Plastic artist Ahmed Hamdy chooses Zainab for his new painting to be a model, and Zainab soon falls in love with him, but he does not exchange her feelings, just as he occupies another woman and exploits her physically."
871,1957,Egypt,3.1,8,"The story revolves around the successful doctor (Magdy), and his beautiful fiancée Munira (Souad Hosni). (Magdy) is greatly concerned about his lineage towards his mother, who lives with her in the same house, his uncle tries to knock him down, and suspicion is in his heart, and pressures him through ( Abdul Sattar, whom (Magdy) fears deeply, (Munira) intervenes to calm things down between (Abdul Sattar) and (Majdi), to reveal (Abdul Sattar) the old secret that he kept for a long time."
872,2005,Egypt,3.05,10,"Reda is a poor, unemployed young man who tries to marry Hanan, his neighbor in the neighborhood, but she runs away from him to live with an aristocratic woman and work for her, and Rida gets involved with terrorist groups. On the other hand, Jaber Omeish lives on deceiving people and deceiving them and he is destined to die in an accident."
873,1979,Egypt,3.05,10,"Kamal works as an account manager in a company, gets to know the wealthy widow Ali and her husband's brother Zaki. A swindler, Kemal kills Saeed in his house and impersonates him in order to escape the charge of embezzlement. He decides to take revenge on Zaki and Alia."
874,1998,Egypt,2.95,20,"Azouz Abdel-Tawab works as an employee at the Egyptian Opera House, and lives in the Darb Saada area, and in his work he meets the Egyptian expatriate violinist Sonia Al-Minshawi in Paris after her return from there. Classical music after he was alienated from her, and Azouz begins to rebel against his wife Mabrouka and the people of his neighborhood."
875,1959,Egypt,2.95,20,"A poor girl frequents the house of her rich sister, and she forgets the big difference between the two lives. She has a psychological complex. The husband gets to know a rich man and their friendship is strengthened. Account."
876,2018,The United Arab Emirates,3.45,3,"In order for Zaid to get his inheritance estimated at nine million US dollars, he must find a bride to marry her as soon as possible, so will he succeed in finding the right girl who agrees to this?"
877,2018,The United Arab Emirates,3.45,3,"Through a number of story sequences and comedic situations, a gang searches for a group of professional drivers to help them carry out mysterious missions."
878,2010,Jordan,3.3,4,"On the human estrangement within his homeland, Laila returns from the United States of America to her city, Oman, after her separation from her husband, to be surprised by another Amman than the one she left, and she is exposed to many troubles, starting from losing her bags at the airport, until her family and father's treatment of her changes And you discover that there are people who were not changed by the new life, but who have become isolated from society and live with old memories."
879,1963,Egypt,2.95,19,"Amal is a tourist guide, but she is stripped from marriage because of her mother's divorce experience. Amal goes with a tourist delegation to visit the High Dam and postpones travel to the United States, and there she meets engineer Ahmed by chance after an accident nears and Ahmed intervenes at the right time to save her. Amal discusses with Ahmed about her ideas in Life in general."
880,1948,Egypt,3.15,6,"A young man tries to blackmail his lover and asks her to blackmail the husband, so she provides him with money while she is satisfied, and if her husband discovers their relationship, and during one of the quarrels between the lover and the husband, the husband's head collides with a marble pillar and he dies. Years pass, the wife is involved in falsifying papers for her minor son, and she is sentenced to prison, and there she meets the maid."
881,1991,Egypt,3.05,9,"A dispute erupts between Hassan and Al-Jabalawi, and Hassan tells him about Saeed, the owner of the factory where they work, and Saeed expels him. Al-Gabalawi goes and works for the drug dealer Abbas."
882,1988,Egypt,3.05,9,"A spark of love ignites between Nadia, the young doctor and Ahmed, the young lawyer, and teacher Mahmoud tries to marry Nadia, because she has already engaged, and he decides to marry the mother with the intention of reaching the daughter."
883,1976,Egypt,3.05,9,"Murad is a committed film writer who goes to the seashore to complete the events of his novel, but he falls in love with the school Samia after he tried to save her, and discovered that she is swimming, they understand and marry, with the passage of days the beautiful dream dissipates in a quiet nest, and enters the story of life, his preoccupation is getting more and more The burdens of life."
884,1974,Syria,3.05,9,"A girl, and her boyfriend, the young man working in the monument, and they have succeeded in previous frauds, know that their neighbor has an amount of money, keeps his house for the account of another person plotting a scheme to deceive him."
885,1969,Egypt,3.05,9,"One of the international gangs enters Egyptian territory in the form of a filming team, but they aim in fact to photograph a group of sensitive military places on microfilm, and during one of their operations the microfilm accidentally becomes in the possession of the trio (the guest), (Samir) and (George) who are searching They did not work in the field of cinema, but they become witnesses to a murder, which puts their lives in danger, and from here a police officer intervenes to impersonate the brother of the dead man;"
886,1962,Egypt,3.05,9,"The story revolves around a combat nurse, her daughter's fiancé (Nadia) dies in an accident, and then she discovers that her daughter is pregnant, and when Nadia gives birth to her daughter (Fathia), the mother replaces her with a dead child. His mother instead of his deceased daughter, Nadia falls in love with another young man (Mamdouh), and before she agrees to marry him, she gets to know her daughter (Fathia) who is in (Hamdi) house."
887,1960,Egypt,3.05,9,"A cafe on the road where the car drivers meet, run by Hafiza and lead a gang with Adham, Sanad and Hindawi. Her daughter Bahia dances to the café-goers, and Adham seeks to marry her, but she stops him. He arrives at the cafe, the rich young man Ahmed presents them with an anklet, the gang tries to assault him, and they throw him in the Nile, delusions of Bahia It's the reason he drowned."
888,1960,Egypt,3.05,9,"The young singer (Sherif) finds a golden chain in front of the opera house, then reads a news about the loss of the series with the title of its owner (Amani) to go to it and repeat the series and refuses to receive a reward, because Amani admires his safety and asks him to manage her own farm, which provokes the anger of her relative ( Ramzi) to escalate events."
889,1957,Egypt,3.05,9,"The events of the film revolve around Hamdi (Shukri Sarhan), who recently married (Nadia) his aunt (Maryam Fakhreddin), and she faces a problem in his new job, which requires that the incumbents be single, so he falls into a big dilemma between having to conceal his marriage, And he dealt with the increasing interest of Laila (Samira Ahmed), the daughter of the company's director, in him, and (Suleiman) his co-worker is trying to help him solve this problem."
890,1953,Egypt,3.05,9,"The film shows the life story of Sayyid Ahmed Al-Badawi, starting from his birth in Morocco, through his refusal to marry the one he loves and his constant travels for the sake of worshiping God, acquiring Islamic religious sciences, jihad for the sake of God, and the enmities against which he stood by relying on God alone until he defeated all his enemies."
891,1960,Egypt,3.2,5,"(Osama) is injured in a car accident, and he travels abroad on a medical trip, and returns to be recovered, but the doctor tells him that he has become impotent from a sexual point of view. (Ilham) his fiancée and her father (Sami) feel happy because soon they will get married, and he wants to determine the date of marriage, So he tries to get away from her, and she becomes despondent, and gets to know the poor young singer (Nader) and convinces him that she is poor like him, and they succeed in popular celebrations, she meets (Osama) in a party she and rare to arouse his jealousy, declares (Nader) (inspiration) his love, at the time when it happens"
892,1978,Egypt,3.1,7,"After Laila's fiancé was killed, she decided to travel to her brother Sami in Aswan. Laila watches from the balcony of the house a murder, and the killer hurries to run, one day Laila tells Sami that she witnessed a murder."
893,1959,Egypt,3.1,7,"The wedding singer (Duck) takes advantage of her beauty to entrap men and achieve material gains, and her corrupt brother (Jaljul) falls in love with his young neighbor (Rahma) and wants to marry her, but she does not exchange him the same feelings because she is emotionally linked to (Hassan) her cousin. (Duck) develops a plan to marry (Jaljul) with (Rahma) by throwing her nets around (Owais), uncle (Rahma) and her family."
894,1955,Egypt,3.1,7,"The lawyer pleads with his friend, but he loses his innocence document in the bar, and the lawyer's friend who is involved in a relationship with a mistress is convicted, and leaves his wife who blamed her for losing the document. The mistress is killed and the lawyer's wife is accused of killing her, so he returns to his sanity and tries to prove his wife's innocence."
895,2016,Egypt,2.9,37,"After staying for a long time in the State of Kuwait, the pharmacist (Seif) decides to return to Egypt again in order to settle down and start establishing and opening a chain of pharmacies. ) Who can recognize the caller's name."
896,1976,Egypt,2.95,17,"Princess escapes after being narrowed by her father's puritanism. She turns to a stranger who works for her father who arrives for a stranger, a letter from his friend Fikri, who is residing in America, asks him to nominate a bride for him to marry her by proxy."
897,1998,Egypt,2.9,36,"In Alexandria, on the eve of the 1919 revolution in Egypt, friendship combines Houda al-Najjar, who loves boxing and wishes to participate in the Olympiad, and Petro, who loves singing, and Hassan, a printing press worker who believes in the revolution."
898,1958,Egypt,3,11,"The teacher (Toha) was not satisfied with eleven previous wives, but rather sought to marry the driver (Rashad), who refuses to marry her, so she tries to pressure him through his sister, but he also refuses, to eventually decide to hire a killer to get rid of him or subject him to her."
899,1953,Egypt,3,11,"Young Mounir (Mounir Murad), a talented artist, tries to take advantage of his distinguished talents, but he encounters many difficulties in order to find his way. These difficulties disappear when he falls in love with a famous singer (Shadia) who exchanges love with him and joins him with her to work in the club in which she sings. The manager of the nightclub to spoil this relationship because he wants to marry her, and her aunt also opposes their relationship. Events unfold and the two lovers are subjected to many pressures in order to preserve their love."
900,2018,Lebanon,3.05,8,"The events revolve in a romantic comedic framework, around the characters (Nayla) and (Faris), where a love story arises between them, but Faris' material circumstances stand in the way of his marriage to (Nayla), but (Nayla) decides to challenge all circumstances and then rise By inviting all her friends to dinner, to implement a plan to solve her problem."
901,1966,Egypt,3.05,8,"Abu Firas al-Hamdani is a famous Arab poet from the princes of the state of Hamdaniya, and he is also known for his horsemanship and courage, he lives among the court of Prince Saif al-Dawla, and people everywhere love him. Who competes with Firas for Najla's love."
902,1937,Egypt,3.05,8,"Ismail divorces his wife Amal, leaving her alone to endure the hardships of life with her daughter Salwa, and fate leads her to the doctor Asim who treats her daughter, and discovers Amal's distinguished talent for singing, helping her to find a job in order to exploit her artistic talent, but the problem is that her divorce is still He is stalking her and does not want to leave her alone."
903,1985,Egypt,2.95,16,"Hoda, the daughter of wealthy Abu Madi, marries their driver, Hassan, despite the objections of her father and sister, Samiha, and they move to Cairo. As for Samiha, she surrenders to the pimp Karam, and her husband Alaa commits suicide."
904,1962,Egypt,2.95,16,"The events of the movie revolve around a veterinarian who decides to go to the countryside to practice his work and settle there in the countryside and the doctor proposes to the girl of one of the wealthy of the village, but the girl's father agrees to the engagement, but on the condition that the doctor gives up the plot of land that he owns because the girl's father thought that this land was there oil."
905,1984,Egypt,3.15,5,"A group of poor people live on the roofs of a building in Zamalek, including the widow Nabila who lives with Ahmed, her child, who is trying to take him (Khalil), Ahmed's father's uncle, greed for his inheritance. Sunna, his daughter, from a wealthy old man, despite his poverty."
906,1966,Egypt,3.15,5,"Atwa takes care of his younger brother until he completes his education, Atwa works in a factory and has physical strength, so he uses her to work as a pimp on Imad al-Din Street. Rouhiya gets to know him, who lost her entire family at the hands of the British occupation. When you know that."
907,1965,Syria,3.15,5,"When a man gets out of prison, and begins to search for work and housing after his prison term, he discovers that he is now alone without family or family, and decides to return to prison again, and for this he commits many illegal acts to return to prison again, but he fails to attract attention The policemen, in the end, an old friend of his makes him a decent job."
908,1980,Lebanon,3.1,6,"A love story grows between a Lebanese young man and an Egyptian girl, and the young singer is trying to climb to the ladder of fame. As for the girl, despite what she drew on him at the beginning, she feels very jealous of his fame, and tries to keep him away from singing. He gets to know another girl from Lebanon who believes in him as a singer, and pushes him to The Road to Fame."
909,1992,Egypt,3,10,"A businessman invites five female friends, Rabab, Abeer, Dina, Zizi, and Noor to his home to celebrate one of them's birthday, then puts a drug for Abeer and rapes her and causes her death, and her brother Karim is shocked by what happened to his sister to the point of insanity, so he decides to take revenge on her friends. A journalist, Rabab practices the hobby of drawing. She married a wealthy man, and Zizi is trying to make her way into the world of singing."
910,1966,Egypt,3.2,4,"Salwa lives happily with her fiancé, but on the wedding night she suffers a psychological trauma, as the husband dies in a car accident, and Salwa escapes death, days pass and the girl does not forget the accident until she is surprised that her husband has not died, when she meets Farid, who is similar to her husband, and deals with him However, as her husband, Farid tries to convince her of the truth, but she is not at all convinced."
911,1990,Egypt,3.05,7,"(Abbas) invents sweets that are popular among the people of the neighborhood in which he resides. It strengthens the body and cures diseases, and people flock to it to make money that enables him to marry his lover (Nazira), which provokes the anger of the nurse (chief) who loves Abbas, and takes revenge on him by informing the police of cases of poisoning The effect of eating the dessert invented by Abbas."
912,2019,The United Arab Emirates,3.3,3,"In a form of comedy, the Yemeni Naji, the star of social media, decides with his friends to go out on a trip inside the Emirates, but they face many comedic situations, and in some moments this trip turns into a very scary journey."
913,2016,Tunisia,3.3,3,"The story of the film revolves around an unknown man named (Shalat), who wanders on his bike in the streets of Tunis in the summer of 2003, carrying a sharp blade with his hand to hit the buttocks of the most beautiful women who walk on the sidewalks of the city, so that he has become a mysterious figure that everyone fears without anyone seeing him, or knowing whether It was just a rumor or a fact."
914,1985,Egypt,2.95,13,"Saif, a well-known TV presenter, has a friendship with director Mahmoud, who always solves Saif's problems with his fiancée Hend, one of his admirers. Saif meets Souad, who admires him and his programs and frequents his apartment, he is surprised that she knows everything about him. Mahmoud discovers that Souad works under different names in many places and steals and escapes."
915,1975,Egypt,2.95,13,"(Bayoumi) works in the Basha Palace with his family consisting of his wife and two sons, for the bacha a reckless son named (Mohsen) who commits a murder and asks his father to find someone who is imprisoned instead, then the Basha Bayoumi negotiates to enter prison instead of Mohsen in exchange for a sum of money for him And for his family, to agree with Bayoumi and the events escalate."
916,1969,Egypt,2.95,13,"A poor girl lives with her father who works as a photographer, and the girl loves a famous singer who has many female relationships, the girl rescues him from an unconcerned husband who feels his wife's betrayal with him, and intends to kill them together after they are caught red-handed, so she hastens to replace her in his hotel room sacrificing her reputation for him, so he loves her and relates to her She claims to be a wealthy girl that she likes."
917,2013,Egypt,2.9,27,"The film takes place against the background of the unrest during the period before the revolution of 25 January 2011, presenting the stories of six relationships in different stages that express ambition, happiness and disappointments."
918,1977,Egypt,2.9,27,"Three friends (Mahmoud, Adel, and Samir) decide to face their financial crisis by defrauding women and deceiving them in the name of love in order to get the money they need, and (Mahmoud) is already able to deceive a girl and gain her money .. The events follow and (Mahmoud) feels remorse for his act, Then he decides to return the money to the girl who was the victim of his game and confess his sincere love for her."
919,1992,Egypt,3.1,5,"(Al-Najawi) is a beloved, poor young man who works on a ferryboat in Upper Egypt. Jamila al-Qarya (Saadia) loves him despite the (Saadia) family's objection to marriage because of his poverty. In defense of her honor [to push it from the balcony of her house, and the dead boy's father decides to take revenge on her."
920,1985,Egypt,3.1,5,"Adham returns to Egypt to be surprised that his sister, Fawzia, entered prison in a case of etiquette. She confesses to him that his friend Al-Margoushi had provided her with a job in a company, and when the manager summoned her to his home on a work assignment, the police raided his house, which he ran for prostitution. The late."
